Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Adversaire,Duels Aer,,2,,,,,,0,,,,
Adversaire,Duels Aer,,2,,,,,,0,,,,
Adversaire,Duels Aer,,2,,,,,,0,,,,
Adversaire,Duels Aer,,2,,,,,,0,,,,
Adversaire,Duels Aer,,2,,,,,,0,,,,
Adversaire,PASSM,Goal-kick,2,,,,,18,99,0.0840,0.4673,0.6270,0.0467
Adversaire,BALL LOST,Goal-kick,2,,,,,18,27,0.0801,0.4953,0.5527,0.2274
Adversaire,BALL LOST,Goal-kick,2,,,,,18,99,0.0801,0.5545,0.5566,0.0249
Adversaire,BALL LOST,Goal-kick,2,,,,,18,7,0.0820,0.4548,0.5996,0.2991
Adversaire,PASSM,Goal-kick,2,,,,,18,4,0.0820,0.4673,0.1367,0.8972
Adversaire,PASSM,Goal-kick,2,,,,,18,99,0.0820,0.4299,0.6484,0.0343
Wydad,BALL LOST,Goal-kick,1,,,,,26,7,0.0820,0.4579,0.6855,0.1402
Wydad,BALL LOST,Goal-kick,1,,,,,26,9,0.0859,0.5265,0.5508,0.7383
Wydad,BALL LOST,Goal-kick,1,,,,,26,9,0.0840,0.5016,0.5527,0.7819
Wydad,Centre,Cross,1,,,,,14,0,0.9297,0.1308,0.9004,0.5670
Wydad,Centre,Cross,1,,,,,14,0,0.8457,0.1215,0.8887,0.6168
Wydad,Centre,Cross,1,,,,,7,0,0.8066,0.1184,0.8945,0.5452
Wydad,Centre,Cross,1,,,,,7,0,0.7559,0.1682,0.8750,0.3894
Wydad,Centre,Cross,1,,,,,22,0,0.8828,0.7445,0.8730,0.4766
Wydad,Centre,Cross,1,,,,,22,0,0.7285,0.9128,0.8945,0.4393
Wydad,Centre,Cross,1,,,,,22,0,0.7285,0.8349,0.8457,0.4548
Wydad,centre rate,Cross,1,,,,,4,0,0.9277,0.9470,0.9258,0.8910
Wydad,centre rate,Cross,1,,,,,7,0,0.8945,0.9283,0.8965,0.8847
Wydad,centre rate,Cross,1,,,,,22,0,0.9434,0.7383,0.8633,0.4330
Wydad,centre rate,Cross,1,,,,,28,0,0.8418,0.6480,0.9160,0.4393
Wydad,centre rate,Cross,1,,,,,18,0,0.9180,0.3146,0.8789,0.4174
Wydad,centre rate,Cross,1,,,,,7,0,0.9023,0.3022,0.9121,0.5576
Wydad,centre rate,Cross,1,,,,,7,0,0.8535,0.2336,0.9160,0.4642
Wydad,centre rate,Cross,1,,,,,7,0,0.8398,0.1838,0.9102,0.4611
Adversaire,Centre,Cross,2,,,,,23,0,0.8262,0.1059,0.8613,0.9377
Adversaire,Centre,Cross,2,,,,,5,0,0.9258,0.7352,0.8906,0.5327
Adversaire,Centre,Cross,2,,,,,27,0,0.9219,0.8255,0.8906,0.6355
Adversaire,BALL LOST,Cross,2,,,,,23,0,0.9219,0.2492,0.9199,0.2804
Adversaire,BALL LOST,Cross,2,,,,,99,0,0.7539,0.8255,0.8770,0.5452
Adversaire,BALL LOST,Cross,2,,,,,5,0,0.8320,0.8847,0.8828,0.6822
Adversaire,BALL LOST,Cross,2,,,,,7,0,0.9395,0.9003,0.9082,0.6854
Wydad,CORNER,CORNER,1,,,,,14,3,0.9629,0.9688,0.9141,0.5732
Wydad,CORNER,CORNER,1,,,,,7,14,0.9609,0.0343,0.9453,0.1184
Wydad,CORNER,CORNER,1,,,,,14,4,0.9668,0.9720,0.9336,0.5327
Adversaire,CORNER,CORNER,2,,,,,23,99,0.9590,0.0312,0.8750,0.6511
Adversaire,CORNER,CORNER,2,,,,,13,99,0.9629,0.9688,0.8906,0.5296
Adversaire,CORNER,CORNER,2,,,,,23,99,0.9570,0.0374,0.9023,0.6044
Adversaire,,Key Passes,2,,,,,5,0,0.9219,0.7227,0.8906,0.5545
Wydad,,Key Passes,1,,,,,22,0,0.7285,0.5981,0.8848,0.6947
Wydad,,Key Passes,1,,,,,7,0,0.7520,0.1121,0.8711,0.3956
Wydad,,Key Passes,1,,,,,7,0,0.8164,0.0717,0.8984,0.5358
Adversaire,BALL LOST,Through,2,,,,,18,0,0.2910,0.5265,0.5215,0.7196
Adversaire,BALL LOST,Through,2,,,,,18,0,0.4824,0.8785,0.8457,0.5701
Adversaire,BALL LOST,Through,2,,,,,4,0,0.3867,0.2243,0.6543,0.3271
Adversaire,BALL LOST,Through,2,,,,,4,0,0.4180,0.4735,0.6699,0.2866
Adversaire,BALL LOST,Through,2,,,,,4,0,0.3516,0.8224,0.8496,0.2897
Adversaire,BALL LOST,Through,2,,,,,4,0,0.3086,0.7383,0.7617,0.7508
Adversaire,BALL LOST,Through,2,,,,,5,0,0.5977,0.9688,0.7871,0.5171
Adversaire,derriere la ligne,Through,2,,,,,5,0,0.3105,0.8255,0.6992,0.6355
Adversaire,BALL LOST,Through,2,,,,,13,0,0.3887,0.1059,0.7793,0.3053
Adversaire,BALL LOST,Through,2,,,,,13,0,0.4512,0.4112,0.7813,0.2710
Adversaire,BALL LOST,Through,2,,,,,13,0,0.4590,0.8567,0.6719,0.8380
Adversaire,derriere la ligne,Through,2,,,,,13,0,0.6914,0.3489,0.9023,0.7227
Adversaire,derriere la ligne,Through,2,,,,,27,0,0.5938,0.2555,0.7246,0.2305
Wydad,BALL LOST,Through,1,,,,,3,0,0.4746,0.7414,0.8281,0.6386
Wydad,BALL LOST,Through,1,,,,,24,0,0.4805,0.2336,0.8633,0.4299
Wydad,BALL LOST,Through,1,,,,,24,0,0.3672,0.2399,0.8340,0.2897
Wydad,derriere la ligne,Through,1,,,,,22,0,0.7285,0.5981,0.8848,0.6947
Wydad,BALL LOST,Through,1,,,,,14,0,0.3828,0.0592,0.7500,0.4548
Wydad,derriere la ligne,Through,1,,,,,4,0,0.6250,0.5327,0.8594,0.7414
Wydad,BALL LOST,Through,1,,,,,5,0,0.6328,0.3988,0.8047,0.2928
Wydad,BALL LOST,Through,1,,,,,20,0,0.7695,0.0903,0.9219,0.3022
Wydad,derriere la ligne,Through,1,,,,,20,0,0.6211,0.7227,0.7480,0.8069
Wydad,derriere la ligne,Through,1,,,,,18,0,0.7344,0.4424,0.8496,0.6012
Wydad,BALL LOST,Through,1,,,,,28,0,0.7715,0.7944,0.8008,0.5202
Adversaire,dribble reussi,Dribbles,2,,,,,18,0,0.0938,0.7103,,
Adversaire,dribble reussi,Dribbles,2,,,,,18,0,0.1152,0.7477,,
Adversaire,dribble reussi,Dribbles,2,,,,,3,0,0.3613,0.0903,,
Adversaire,BALL LOST,Dribbles,2,,,,,5,0,0.9023,0.9190,,
Adversaire,dribble reussi,Dribbles,2,,,,,5,0,0.3926,0.8879,,
Adversaire,BALL LOST,Dribbles,2,,,,,13,0,0.4043,0.0312,,
Adversaire,dribble reussi,Dribbles,2,,,,,27,0,0.8223,0.0436,,
Adversaire,dribble reussi,Dribbles,2,,,,,7,0,0.8203,0.9533,,
Wydad,dribble reussi,Dribbles,1,,,,,3,0,0.4121,0.8598,,
Wydad,dribble reussi,Dribbles,1,,,,,24,0,0.5762,0.3053,,
Wydad,dribble reussi,Dribbles,1,,,,,22,0,0.8418,0.9595,,
Wydad,dribble reussi,Dribbles,1,,,,,22,0,0.7090,0.8474,,
Wydad,dribble reussi,Dribbles,1,,,,,14,0,0.2676,0.1682,,
Wydad,dribble reussi,Dribbles,1,,,,,4,0,0.9238,0.9439,,
Wydad,BALL LOST,Dribbles,1,,,,,20,0,0.6660,0.1589,,
Wydad,BALL LOST,Dribbles,1,,,,,20,0,0.8535,0.8037,,
Wydad,dribble reussi,Dribbles,1,,,,,20,0,0.6523,0.8162,,
Wydad,dribble reussi,Dribbles,1,,,,,20,0,0.6738,0.7040,,
Wydad,dribble reussi,Dribbles,1,,,,,20,0,0.6367,0.5265,,
Wydad,dribble reussi,Dribbles,1,,,,,20,0,0.5938,0.1308,,
Wydad,dribble reussi,Dribbles,1,,,,,18,0,0.7148,0.9439,,
Wydad,dribble reussi,Dribbles,1,,,,,28,0,0.7480,0.7944,,
Wydad,BALL LOST,Dribbles,1,,,,,28,0,0.8379,0.8567,,
Wydad,dribble reussi,Dribbles,1,,,,,11,0,0.8828,0.6636,,
Wydad,BALL LOST,Dribbles,1,,,,,9,0,0.8594,0.6698,,
Wydad,BALL LOST,Dribbles,1,,,,,7,0,0.4160,0.0623,,
Wydad,dribble reussi,Dribbles,1,,,,,7,0,0.8887,0.0717,,
Wydad,dribble reussi,Dribbles,1,,,,,7,0,0.7539,0.1745,,
Wydad,dribble reussi,Dribbles,1,,,,,7,0,0.7754,0.2928,,
Wydad,dribble reussi,Dribbles,1,,,,,7,0,0.7598,0.7788,,
Wydad,Tirs Assists,Assists to Shots,1,,,,,18,28,0.7637,0.6542,0.7402,0.5607
Wydad,Tirs Assists,Assists to Shots,1,,,,,7,18,0.7832,0.1402,0.8770,0.4174
Wydad,Tirs Assists,Assists to Shots,1,,,,,22,28,0.7461,0.6542,0.9219,0.6760
Wydad,Tirs Assists,Assists to Shots,1,,,,,7,3,0.7520,0.1308,0.8828,0.4611
Wydad,Tirs Assists,Assists to Shots,1,,,,,22,14,0.7695,0.7850,0.8359,0.4642
Adversaire,Tirs Assists,Assists to Shots,2,,,,,13,99,0.9609,0.9626,0.8848,0.5047
Adversaire,Tirs Assists,Assists to Shots,2,,,,,5,27,0.9297,0.7072,0.9219,0.5389
Adversaire,SHOT,,2,,,,,99,,0.8574,0.4984,,
Adversaire,SHOT,,2,,,,,99,,0.8887,0.4984,,
Adversaire,SHOT,,2,,,,,27,,0.8945,0.5545,,
