Team,Type,Subtype,Period,Start Frame,Start Time [s],End Frame,End Time [s],From,To,Start_X,Start_Y,End_X,End_Y
Adversaire,Duel gagne,Duels,2,,,,,11,,0.2734,0.8162,,
Adversaire,Duel gagne,Duels,2,,,,,11,,0.2969,0.9190,,
Adversaire,Duel gagne,Duels,2,,,,,11,,0.3672,0.7539,,
Adversaire,Duel gagne,Duels,2,,,,,11,,0.3340,0.9128,,
Adversaire,Duel gagne,Duels,2,,,,,11,,0.3340,0.8785,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.6191,0.2679,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.7207,0.2056,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.7813,0.0872,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.4414,0.6947,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.4160,0.7477,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.4375,0.8442,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.5879,0.8006,,
Adversaire,Duel gagne,Duels,2,,,,,21,,0.3906,0.4984,,
